Datetime,F10.7,SSN,F15,xray_flux
2012-02-03,107.9,35,98.0,
2012-02-04,104.0,38,92.0,
2012-02-05,99.8,29,90.0,
2012-02-06,108.9,42,85.0,
2012-02-07,104.3,32,83.0,
2012-02-08,96.3012924500346,13,86.0,
2012-02-09,96.6,29,81.0,
2012-02-10,107.9,46,87.0,
2012-02-11,109.4,46,91.0,
2012-02-12,107.6,49,90.0,
2012-02-13,105.7,65,90.0,
2012-02-14,104.8,58,91.0,
2012-02-15,102.0,54,91.0,
2012-02-16,100.8,48,88.0,
2012-02-17,101.3,49,89.0,
2012-02-18,101.7,55,86.0,
2012-02-19,102.9,70,88.0,
2012-02-20,100.78724695044676,64,91.0,
2012-02-21,101.0,59,89.0,
2012-02-22,102.0,44,86.0,
2012-02-23,101.2,55,86.0,
2012-02-24,104.5707907443946,58,85.0,
2012-02-25,105.9,48,92.0,
2012-02-26,104.9,48,90.0,
2012-02-27,103.5,44,91.0,
2012-02-28,101.3,39,89.0,
2012-02-29,100.2,20,90.0,
2012-03-01,101.6,24,87.0,
2012-03-02,106.3,27,87.0,
2012-03-03,114.5,63,90.0,
2012-03-04,118.2,86,91.0,
2012-03-05,129.5,108,,
2012-03-06,136.0,115,110.0,
2012-03-07,133.7,106,116.0,
2012-03-08,137.5,97,109.0,
2012-03-09,143.5,110,111.0,
2012-03-10,146.9,104,111.0,
2012-03-11,129.5,116,109.0,
2012-03-12,113.5,116,111.0,
2012-03-13,139.0,96,105.0,
2012-03-14,117.5,85,108.0,
2012-03-15,109.4,88,98.0,
2012-03-16,97.6,85,95.0,
2012-03-17,101.4,88,87.0,
2012-03-18,101.1,62,88.0,
2012-03-19,100.9,74,87.0,
2012-03-20,98.8,86,85.0,
2012-03-21,99.2,77,84.0,
2012-03-22,101.7,70,83.0,
2012-03-23,104.2,71,86.0,
2012-03-24,102.1,94,88.0,
2012-03-25,100.8,89,88.0,
2012-03-26,101.9,88,84.0,
2012-03-27,105.2,84,87.0,
2012-03-28,106.6,88,90.0,
2012-03-29,111.2,106,90.0,
2012-03-30,110.4,94,94.0,
2012-03-31,109.9,89,95.0,
2012-04-01,107.2,65,91.0,
2012-04-02,105.9,79,92.0,
2012-04-03,103.6,72,91.0,
2012-04-04,102.1,64,87.0,
2012-04-05,101.0,53,87.0,
2012-04-06,97.6,53,86.0,
2012-04-07,98.7,30,80.0,
2012-04-08,93.5,25,79.0,
2012-04-09,94.9,14,78.0,
2012-04-10,93.7,16,79.0,
2012-04-11,93.8,30,79.0,
2012-04-12,95.8,58,80.0,
2012-04-13,98.3,54,81.0,
2012-04-14,98.8,51,81.0,
2012-04-15,102.4,90,83.0,
2012-04-16,108.8,61,87.0,
2012-04-17,114.7,79,90.0,
2012-04-18,122.6,112,97.0,
2012-04-19,139.1,148,106.0,
2012-04-20,143.1,168,113.0,
2012-04-21,150.6,162,118.0,
2012-04-22,149.5,146,121.0,
2012-04-23,143.4,138,118.0,
2012-04-24,135.2,134,114.0,
2012-04-25,128.8,126,110.0,
2012-04-26,120.7,117,103.0,
2012-04-27,119.5,106,97.0,
2012-04-28,122.8,112,100.0,
2012-04-29,117.7,110,99.0,
2012-04-30,115.9,104,98.0,
2012-05-01,111.6,96,98.0,
2012-05-02,117.4,95,96.0,
2012-05-03,115.9,96,98.0,
2012-05-04,115.9,87,96.0,
2012-05-05,118.1,88,102.0,
2012-05-06,119.4,87,97.0,
2012-05-07,123.9,80,100.0,
2012-05-08,125.1,85,99.0,
2012-05-09,129.8,91,98.0,
2012-05-10,133.3,96,101.0,
2012-05-11,139.2,110,104.0,
2012-05-12,132.2,101,108.0,
2012-05-13,133.3,105,106.0,
2012-05-14,132.9,119,108.0,
2012-05-15,131.9,122,109.0,
2012-05-16,133.9,137,111.0,
2012-05-17,134.80517127067634,110,109.0,
2012-05-18,135.3,102,112.0,
2012-05-19,134.1,109,109.0,
2012-05-20,134.0,116,111.0,
2012-05-21,128.2,110,109.0,
2012-05-22,124.3,80,105.0,
2012-05-23,120.2,77,101.0,
2012-05-24,118.5,87,100.0,
2012-05-25,120.3,94,101.0,
2012-05-26,112.9,80,98.0,
2012-05-27,113.7,82,93.0,
2012-05-28,113.3,109,95.0,
2012-05-29,109.3,78,94.0,
2012-05-30,114.1,73,95.0,
2012-05-31,120.6,89,96.0,
2012-06-01,132.2,121,101.0,
2012-06-02,132.9,151,109.0,
2012-06-03,133.2,165,113.0,
2012-06-04,131.9,148,113.0,
2012-06-05,142.8,151,113.0,
2012-06-06,140.6484546934475,153,117.0,
2012-06-07,132.1,127,116.0,
2012-06-08,127.9,107,111.0,
2012-06-09,132.3,106,109.0,
2012-06-10,132.3,121,109.0,
2012-06-11,138.1,128,111.0,
2012-06-12,145.8,111,115.0,
2012-06-13,147.3,113,119.0,
2012-06-14,153.3,123,119.0,
2012-06-15,149.6,117,121.0,
2012-06-16,138.8,106,117.0,
2012-06-17,128.0,88,114.0,
2012-06-18,121.9,57,104.0,
2012-06-19,113.5,51,96.0,
2012-06-20,107.1,30,91.0,
2012-06-21,100.9,16,84.0,
2012-06-22,91.4,16,78.0,
2012-06-23,86.8,16,72.0,
2012-06-24,88.1,20,70.0,
2012-06-25,91.5,17,71.0,
2012-06-26,102.5,36,75.0,
2012-06-27,109.9,70,81.0,
2012-06-28,123.7,87,90.0,
2012-06-29,121.3,103,95.0,
2012-06-30,128.2,104,101.0,
2012-07-01,137.9,126,102.0,
2012-07-02,171.4,128,108.0,
2012-07-03,150.7,125,112.0,
2012-07-04,168.6,131,121.0,
2012-07-05,170.1,129,118.0,
2012-07-06,163.0,132,128.0,
2012-07-07,163.7,146,128.0,
2012-07-08,183.7,117,127.0,
2012-07-09,179.6,122,142.0,
2012-07-10,179.2,107,141.0,
2012-07-11,167.1,110,134.0,
2012-07-12,170.9,125,131.0,
2012-07-13,152.1,129,117.0,
2012-07-14,152.8,125,120.0,
2012-07-15,145.1,117,115.0,
2012-07-16,159.5,102,111.0,
2012-07-17,131.7,86,103.0,
2012-07-18,113.1,57,99.0,
2012-07-19,103.2,38,89.0,
2012-07-20,95.3,36,83.0,
2012-07-21,92.8,29,75.0,
2012-07-22,96.7,29,76.0,
2012-07-23,99.8,63,79.0,
2012-07-24,105.7,71,82.0,
2012-07-25,108.7,68,84.0,
2012-07-26,118.3,86,91.0,
2012-07-27,127.1,110,100.0,
2012-07-28,130.5,107,103.0,
2012-07-29,135.4,111,113.0,
2012-07-30,140.1,120,114.0,
2012-07-31,144.0,122,116.0,
2012-08-01,154.6,132,122.0,
2012-08-02,138.6,143,118.0,
2012-08-03,143.8,174,119.0,
2012-08-04,142.7,152,120.0,
2012-08-05,137.9,123,121.0,
2012-08-06,137.9,98,115.0,
2012-08-07,132.1,122,115.0,
2012-08-08,137.0,123,111.0,
2012-08-09,134.8,158,118.0,
2012-08-10,128.8,131,108.0,
2012-08-11,123.0,108,103.0,
2012-08-12,115.3,98,99.0,
2012-08-13,110.9,74,95.0,
2012-08-14,108.5,33,91.0,
2012-08-15,103.2,30,89.0,
2012-08-16,100.8,32,84.0,
2012-08-17,97.5,50,80.0,
2012-08-18,99.4,54,81.0,
2012-08-19,98.5,72,82.0,
2012-08-20,98.5,80,81.0,
2012-08-21,96.4,71,81.0,
2012-08-22,96.9,69,80.0,
2012-08-23,98.8,71,80.0,
2012-08-24,106.4,71,84.0,
2012-08-25,108.1,77,91.0,
2012-08-26,115.6,78,93.0,
2012-08-27,113.7,75,95.0,
2012-08-28,113.4,80,96.0,
2012-08-29,120.6,83,98.0,
2012-08-30,130.2,126,105.0,
2012-08-31,132.9,150,112.0,
2012-09-01,148.2,145,124.0,
2012-09-02,144.7,142,126.0,
2012-09-03,144.0,171,121.0,
2012-09-04,139.9,159,122.0,
2012-09-05,134.9,122,121.0,
2012-09-06,130.0,116,116.0,
2012-09-07,135.4,95,112.0,
2012-09-08,130.5,82,113.0,
2012-09-09,124.8,89,110.0,
2012-09-10,112.8,70,101.0,
2012-09-11,106.4,76,94.0,
2012-09-12,103.8,73,88.0,
2012-09-13,100.3,58,87.0,
2012-09-14,101.7,52,84.0,
2012-09-15,98.6,61,86.0,
2012-09-16,98.3,64,84.0,
2012-09-17,102.5,55,85.0,
2012-09-18,105.3,64,87.0,
2012-09-19,110.8,67,91.0,
2012-09-20,118.4,81,98.0,
2012-09-21,117.8,84,102.0,
2012-09-22,125.3,58,104.0,
2012-09-23,134.4,75,113.0,
2012-09-24,137.4,95,117.0,
2012-09-25,140.6,136,123.0,
2012-09-26,139.9,145,123.0,
2012-09-27,133.8,113,122.0,
2012-09-28,138.3,85,120.0,
2012-09-29,136.4,79,124.0,
2012-09-30,135.9,99,118.0,
2012-10-01,128.3,78,115.0,1.4045687e-06
2012-10-02,118.3,73,107.0,1.1504625e-06
2012-10-03,111.8,63,98.0,3.2641628e-07
2012-10-04,109.5,62,94.0,3.4265935e-07
2012-10-05,106.1,60,92.0,5.7769586e-07
2012-10-06,98.7,43,89.0,2.545576e-07
2012-10-07,97.9,40,84.0,3.7680232e-07
2012-10-08,103.2,49,84.0,5.7748616e-06
2012-10-09,105.9,70,88.0,1.1153375e-06
2012-10-10,111.6,76,90.0,5.6371454e-07
2012-10-11,116.2,73,93.0,
2012-10-12,121.3,83,97.0,
2012-10-13,124.3,80,101.0,
2012-10-14,131.3,95,107.0,
2012-10-15,135.9,119,113.0,7.1465405e-07
2012-10-16,136.1,115,117.0,6.121576e-07
2012-10-17,134.1,102,120.0,7.573936e-07
2012-10-18,136.5,109,119.0,6.0656254e-07
2012-10-19,140.3,95,124.0,7.6694636e-07
2012-10-20,138.62776798416567,73,127.0,8.974158e-07
2012-10-21,142.8,82,131.0,7.7045087e-07
2012-10-22,153.9,85,129.0,1.1502359e-06
2012-10-23,140.1,92,127.0,9.818218e-07
2012-10-24,134.1,95,123.0,6.395995e-07
2012-10-25,128.5,79,117.0,5.464397e-07
2012-10-26,129.1,78,114.0,1.920923e-06
2012-10-27,120.2,67,111.0,6.9126105e-07
2012-10-28,115.4,53,102.0,9.43862e-07
2012-10-29,106.9,69,99.0,3.5297637e-07
2012-10-30,104.8,65,93.0,2.689623e-07
2012-10-31,102.7,50,90.0,3.2477112e-07
2012-11-01,96.8,47,88.0,2.9569117e-07
2012-11-02,94.9,45,84.0,2.1857723e-07
2012-11-03,91.8,44,82.0,2.704634e-07
2012-11-04,93.4,45,79.0,2.6447412e-07
2012-11-05,94.9,51,81.0,8.286849e-07
2012-11-06,96.9,47,84.0,3.8090465e-07
2012-11-07,99.8,61,86.0,3.5927874e-07
2012-11-08,102.2,65,87.0,2.5264546e-07
2012-11-09,112.9,65,93.0,3.8127808e-07
2012-11-10,119.8,79,98.0,9.921365e-07
2012-11-11,130.6,108,105.0,8.951855e-07
2012-11-12,140.8,122,115.0,1.7105027e-06
2012-11-13,143.1,121,124.0,6.792784e-07
2012-11-14,139.1,133,125.0,5.7823155e-07
2012-11-15,138.6,138,126.0,8.13162e-07
2012-11-16,135.2,142,123.0,9.260544e-07
2012-11-17,132.4,139,122.0,7.279414e-07
2012-11-18,137.7,132,122.0,5.523743e-07
2012-11-19,130.7,121,122.0,5.793797e-07
2012-11-20,137.8,105,123.0,2.4990586e-06
2012-11-21,137.0,106,121.0,9.146618e-07
2012-11-22,124.5,95,116.0,5.9132265e-07
2012-11-23,123.5,78,112.0,6.1326017e-07
2012-11-24,115.0,82,106.0,4.4754336e-07
2012-11-25,118.4,84,102.0,9.775041e-07
2012-11-26,118.6,72,105.0,1.0985328e-06
2012-11-27,114.0,77,101.0,7.5856684e-07
2012-11-28,111.2,77,97.0,1.3238014e-06
2012-11-29,110.0,78,96.0,7.4757486e-06
2012-11-30,107.5,70,93.0,5.2274635e-07
2012-12-01,98.8,53,91.0,4.2953272e-07
2012-12-02,94.9,47,86.0,2.4832065e-07
2012-12-03,93.9,44,84.0,4.247175e-07
2012-12-04,93.4,54,85.0,2.0312703e-07
2012-12-05,92.7,60,84.0,2.2242705e-07
2012-12-06,94.6,28,86.0,2.7153283e-07
2012-12-07,94.2,31,84.0,3.3013214e-07
2012-12-08,98.1,50,85.0,2.8710488e-07
2012-12-09,100.6,42,86.0,4.587702e-07
2012-12-10,100.9,43,89.0,2.695734e-07
2012-12-11,100.5,47,90.0,4.6014745e-07
2012-12-12,108.4,67,92.0,2.4788903e-07
2012-12-13,113.0,72,98.0,5.341357e-07
2012-12-14,115.5,60,102.0,6.932736e-07
2012-12-15,117.09468798986644,62,103.0,6.03373e-07
2012-12-16,115.8,65,104.0,5.7414377e-07
2012-12-17,111.3,74,106.0,6.095443e-07
2012-12-18,112.5,60,103.0,1.227196e-06
2012-12-19,109.8,54,102.0,5.234431e-07
2012-12-20,110.4,56,98.0,3.3039018e-07
2012-12-21,110.9,60,99.0,3.3559542e-07
2012-12-22,111.6,78,100.0,3.885802e-07
2012-12-23,110.4,79,104.0,3.5971365e-07
2012-12-24,109.4,57,97.0,3.0455396e-07
2012-12-25,109.3,53,96.0,4.940657e-07
2012-12-26,106.2,57,95.0,6.1051213e-07
2012-12-27,103.2,54,94.0,3.298537e-07
2012-12-28,102.3,53,93.0,2.9561065e-07
2012-12-29,100.9,56,92.0,3.436679e-07
2012-12-30,103.2,56,92.0,3.0549162e-07
2012-12-31,109.8,89,94.0,4.2654491e-07
2013-01-01,113.9,99,97.0,5.867307e-07
2013-01-02,115.0,95,102.0,4.530981e-07
2013-01-03,124.6,130,105.0,4.973225e-07
2013-01-04,138.4,150,115.0,1.1092063e-06
2013-01-05,140.3,162,126.0,1.5667125e-06
2013-01-06,137.5,160,124.0,9.175629e-07
2013-01-07,144.8,145,130.0,1.1775808e-06
2013-01-08,150.5,154,133.0,1.0157839e-06
2013-01-09,163.8,156,134.0,1.9301103e-06
2013-01-10,168.2,148,142.0,1.256039e-06
2013-01-11,166.7,163,140.0,1.2461201e-06
2013-01-12,163.0,160,147.0,1.55424e-06
2013-01-13,151.4,128,141.0,1.7079236e-06
2013-01-14,149.1,119,139.0,8.4276826e-07
2013-01-15,135.2,110,128.0,9.666807e-07
2013-01-16,132.6,90,118.0,6.4745143e-07
2013-01-17,118.8,63,111.0,5.229289e-07
2013-01-18,111.5,43,104.0,3.4882498e-07
2013-01-19,103.3,47,97.0,3.2842306e-07
2013-01-20,103.2,47,91.0,3.6584177e-07
2013-01-21,104.9,37,89.0,5.124042e-07
2013-01-22,106.9,55,93.0,3.8698983e-07
2013-01-23,101.6,60,91.0,2.983547e-07
2013-01-24,100.2,55,87.0,2.3130174e-07
2013-01-25,97.5,49,86.0,2.3147166e-07
2013-01-26,96.3,66,83.0,2.0898308e-07
2013-01-27,94.7,72,86.0,1.9804477e-07
2013-01-28,94.7,61,84.0,2.7542075e-07
2013-01-29,92.6,52,83.0,1.3009682e-07
2013-01-30,93.8,53,81.0,1.3129713e-07
2013-01-31,99.7,49,82.0,2.763439e-07
2013-02-01,100.7,64,88.0,2.616425e-07
2013-02-02,108.6,72,90.0,3.5404898e-07
2013-02-03,107.9,80,93.0,4.2828648e-07
2013-02-04,103.7,38,96.0,2.8605348e-07
2013-02-05,102.2,42,91.0,3.0898087e-07
2013-02-06,100.7,43,95.0,2.512726e-07
2013-02-07,100.0,62,88.0,2.5933173e-07
2013-02-08,101.4,59,88.0,2.5738265e-07
2013-02-09,104.8,61,89.0,3.7479583e-07
2013-02-10,103.2,48,92.0,2.100706e-07
2013-02-11,102.5,56,90.0,3.274189e-07
2013-02-12,99.2,64,90.0,2.7280637e-07
2013-02-13,97.8,38,89.0,2.199502e-07
2013-02-14,97.0,35,85.0,2.3445337e-07
2013-02-15,97.7,45,85.0,2.7957518e-07
2013-02-16,100.8,40,84.0,2.599129e-07
2013-02-17,103.1,72,89.0,3.0656742e-07
2013-02-18,102.3,109,89.0,2.0488514e-07
2013-02-19,106.52938599438735,114,90.0,1.2154045e-06
2013-02-20,107.67160982713902,107,97.0,6.016163e-07
2013-02-21,106.2,78,96.0,3.768867e-07
2013-02-22,104.7,67,91.0,3.019168e-07
2013-02-23,97.5,50,87.0,6.8219003e-07
2013-02-24,93.0,30,82.0,1.086801e-06
2013-02-25,93.5,51,78.0,1.2157928e-06
2013-02-26,96.8,53,82.0,3.0779393e-07
2013-02-27,100.0,58,84.0,4.2775312e-07
2013-02-28,103.6,70,87.0,4.511139e-07
2013-03-01,110.6,77,90.0,3.6871353e-07
2013-03-02,109.1,96,91.0,7.534746e-07
2013-03-03,110.1,92,96.0,3.9994748e-07
2013-03-04,112.4,88,97.0,4.2152345e-07
2013-03-05,116.6,83,100.0,4.3833222e-07
2013-03-06,112.6,77,102.0,4.4761384e-07
2013-03-07,112.1,66,99.0,6.369199e-07
2013-03-08,113.3,73,101.0,4.0813546e-07
2013-03-09,114.6,81,101.0,4.7027717e-07
2013-03-10,117.7,100,105.0,5.618786e-07
2013-03-11,118.2,101,105.0,
2013-03-12,121.5,115,103.0,
2013-03-13,121.5,110,116.0,
2013-03-14,121.5,123,104.0,4.2565227e-07
2013-03-15,121.8,111,105.0,1.3818379e-06
2013-03-16,124.8,110,105.0,7.865212e-07
2013-03-17,124.5,119,106.0,7.780195e-07
2013-03-18,116.6,107,103.0,9.0557324e-07
2013-03-19,109.5,66,96.0,4.539602e-07
2013-03-20,106.7,51,93.0,4.2421814e-07
2013-03-21,105.3,49,87.0,4.5663992e-07
2013-03-22,100.2,49,86.0,9.1408265e-07
2013-03-23,97.6,49,82.0,3.1251435e-07
2013-03-24,95.4,41,80.0,1.7775923e-07
2013-03-25,92.2,42,79.0,1.8079427e-07
2013-03-26,92.0,30,76.0,2.1975633e-07
2013-03-27,92.6,35,78.0,1.4154571e-07
2013-03-28,98.3,47,79.0,3.1644208e-07
2013-03-29,104.8,72,86.0,4.1593626e-07
2013-03-30,108.2,73,90.0,3.9823587e-07
2013-03-31,113.1,95,91.0,4.1272054e-07
2013-04-01,119.0,79,96.0,3.4855947e-07
2013-04-02,122.1,98,101.0,4.0236702e-07
2013-04-03,127.0,101,103.0,3.583216e-07
2013-04-04,128.6,93,107.0,5.0323365e-07
2013-04-05,134.5,114,111.0,6.033685e-07
2013-04-06,137.3,113,115.0,1.4844917e-06
2013-04-07,138.2,126,119.0,1.2003338e-06
2013-04-08,139.6,122,120.0,5.6104153e-07
2013-04-09,147.0,136,123.0,1.4504186e-06
2013-04-10,148.6,139,125.0,9.772557e-07
2013-04-11,137.8,126,121.0,1.9104157e-06
2013-04-12,138.6,125,117.0,1.3283559e-06
2013-04-13,125.8,117,111.0,5.219657e-07
2013-04-14,117.5,110,103.0,5.3089155e-07
2013-04-15,114.1,93,96.0,4.2628284e-07
2013-04-16,114.1,93,95.0,4.4813027e-07
2013-04-17,109.0,95,93.0,6.378332e-07
2013-04-18,105.9,85,85.0,3.6775256e-07
2013-04-19,100.3,87,82.0,4.4391732e-07
2013-04-20,105.9,90,85.0,3.5494605e-07
2013-04-21,110.5,93,,1.3930534e-06
2013-04-22,114.1,89,90.0,6.0323066e-07
2013-04-23,118.8,82,97.0,8.520252e-07
2013-04-24,116.1,98,94.0,1.1758318e-06
2013-04-25,120.7,111,96.0,1.6688695e-06
2013-04-26,123.5,105,100.0,1.1299097e-06
2013-04-27,128.8,107,105.0,1.1545842e-06
2013-04-28,133.5,102,107.0,1.1745866e-06
2013-04-29,144.5,141,111.0,1.0382059e-06
2013-04-30,156.7,150,124.0,9.4036955e-07
2013-05-01,161.7,142,130.0,1.9206116e-06
2013-05-02,151.8,104,126.0,9.537525e-07
2013-05-03,150.4,98,124.0,9.2791504e-07
2013-05-04,144.1,122,122.0,1.1325004e-06
2013-05-05,139.5,110,118.0,8.483387e-07
2013-05-06,133.0,108,117.0,8.630337e-07
2013-05-07,131.1,116,112.0,8.0077007e-07
2013-05-08,129.3,122,112.0,6.139191e-07
2013-05-09,130.9,116,107.0,7.516441e-07
2013-05-10,127.3,125,110.0,1.2947361e-06
2013-05-11,139.4,134,104.0,1.2294162e-06
2013-05-12,150.4,142,114.0,1.5295481e-06
2013-05-13,153.5,153,124.0,5.484082e-06
2013-05-14,151.1,160,127.0,1.1189068e-06
2013-05-15,148.8,173,127.0,9.869759e-07
2013-05-16,148.0,206,128.0,1.1336793e-06
2013-05-17,139.6,183,126.0,2.0156235e-06
2013-05-18,135.2,133,120.0,7.112231e-07
2013-05-19,138.5,127,118.0,1.4433931e-06
2013-05-20,135.2,112,116.0,1.954399e-06
2013-05-21,128.4,113,111.0,8.769162e-07
2013-05-22,136.7,131,111.0,2.054724e-06
2013-05-23,137.9,108,113.0,1.0893611e-06
2013-05-24,130.6,108,112.0,8.02637e-07
2013-05-25,124.5,118,109.0,5.8992737e-07
2013-05-26,123.2,96,105.0,8.7530753e-07
2013-05-27,113.1,92,103.0,6.910194e-07
2013-05-28,107.6,78,96.0,3.8985706e-07
2013-05-29,109.8,72,95.0,3.9222934e-07
2013-05-30,106.9,73,94.0,3.311356e-07
2013-05-31,104.7,50,90.0,6.563681e-07
2013-06-01,108.8,60,88.0,2.9071307e-07
2013-06-02,114.1,77,92.0,4.1263584e-07
2013-06-03,115.0,64,99.0,3.4934305e-07
2013-06-04,113.1,51,96.0,3.913439e-07
2013-06-05,112.1,79,94.0,7.2610334e-07
2013-06-06,112.3,76,94.0,2.8361944e-07
2013-06-07,113.1,48,94.0,2.2046613e-06
2013-06-08,106.3,26,94.0,2.69063e-07
2013-06-09,102.5023378956883,35,88.0,1.824447e-07
2013-06-10,96.2,26,82.0,2.3558484e-07
2013-06-11,92.3,16,80.0,1.5907628e-07
2013-06-12,96.2,29,79.0,1.6589848e-07
2013-06-13,102.0,51,81.0,3.5990018e-07
2013-06-14,112.6,64,86.0,4.2258606e-07
2013-06-15,114.5,95,93.0,4.808305e-07
2013-06-16,119.7,104,95.0,4.2850365e-07
2013-06-17,127.8,111,100.0,5.937115e-07
2013-06-18,128.8,113,107.0,9.2700844e-07
2013-06-19,127.4,123,108.0,2.1008807e-06
2013-06-20,130.5,129,107.0,9.530936e-07
2013-06-21,137.6,139,111.0,1.0224994e-06
2013-06-22,134.2,137,115.0,7.836232e-07
2013-06-23,132.4,118,112.0,7.494725e-07
2013-06-24,124.6,108,110.0,9.1964506e-07
2013-06-25,112.9,77,101.0,6.3644507e-07
2013-06-26,110.1,60,98.0,4.7342e-07
2013-06-27,102.9,61,93.0,1.7098266e-06
2013-06-28,104.3,75,86.0,4.8466956e-07
2013-06-29,103.6,69,85.0,2.1681662e-07
2013-06-30,106.3,80,87.0,4.0150127e-07
2013-07-01,111.4,77,89.0,4.0371737e-07
2013-07-02,118.1,112,94.0,6.9855366e-07
2013-07-03,128.7,109,95.0,2.4563135e-06
2013-07-04,142.3,121,104.0,1.8362418e-06
2013-07-05,145.6,109,109.0,2.2737413e-06
2013-07-06,138.7,124,114.0,6.618104e-07
2013-07-07,129.8,141,109.0,5.842506e-07
2013-07-08,123.3,122,105.0,5.3666963e-07
2013-07-09,124.0,110,100.0,4.909056e-07
2013-07-10,121.9,80,99.0,5.0055695e-07
2013-07-11,117.1,79,98.0,6.4154415e-07
2013-07-12,121.6,73,98.0,6.7593083e-07
2013-07-13,117.8,36,100.0,5.3012315e-07
2013-07-14,116.7,60,95.0,5.4822567e-07
2013-07-15,117.9,77,96.0,1.7677223e-06
2013-07-16,117.6,77,98.0,7.635943e-07
2013-07-17,114.9,73,96.0,4.868401e-07
2013-07-18,118.6,95,97.0,4.2320386e-07
2013-07-19,117.3,85,100.0,4.6553114e-07
2013-07-20,116.1,59,100.0,3.858382e-07
2013-07-21,112.9,53,98.0,5.2118827e-07
2013-07-22,113.4,57,97.0,3.5687978e-07
2013-07-23,110.1,80,92.0,2.9944385e-07
2013-07-24,111.0,70,93.0,3.542577e-07
2013-07-25,110.3,85,94.0,3.4608138e-07
2013-07-26,112.9,71,91.0,4.6002222e-07
2013-07-27,111.3,68,92.0,6.3446157e-07
2013-07-28,112.7,73,93.0,6.843136e-07
2013-07-29,115.6,103,94.0,6.3579347e-07
2013-07-30,112.73149204835096,89,95.0,9.919876e-07
2013-07-31,112.0,103,96.0,4.4653703e-07
2013-08-01,115.4,96,94.0,4.8750786e-07
2013-08-02,116.2,114,97.0,4.6235053e-07
2013-08-03,110.5,107,99.0,2.639524e-07
2013-08-04,107.9,86,95.0,2.6528335e-07
2013-08-05,107.3,82,93.0,2.5013244e-07
2013-08-06,106.8,71,95.0,2.7352576e-07
2013-08-07,108.5,86,90.0,2.2105056e-07
2013-08-08,107.3,89,90.0,2.7527923e-07
2013-08-09,106.5,64,89.0,3.0253952e-07
2013-08-10,105.3,72,88.0,3.4415615e-07
2013-08-11,113.4,81,88.0,4.2026358e-07
2013-08-12,117.2,90,93.0,1.1247585e-06
2013-08-13,125.1,108,97.0,1.2522581e-06
2013-08-14,128.5,108,103.0,1.1222774e-06
2013-08-15,125.8,124,100.0,5.2859804e-07
2013-08-16,122.9,96,105.0,6.6531135e-07
2013-08-17,124.29197997074002,100,104.0,6.0125393e-07
2013-08-18,129.2,110,107.0,1.0221787e-06
2013-08-19,131.4,134,110.0,9.107912e-07
2013-08-20,134.6,129,111.0,1.1093102e-06
2013-08-21,133.4,146,113.0,8.7965986e-07
2013-08-22,134.5,139,111.0,1.8197289e-06
2013-08-23,126.8,138,115.0,7.3549586e-07
2013-08-24,119.9,78,107.0,7.1070946e-07
2013-08-25,115.0,50,100.0,5.0062977e-07
2013-08-26,113.5,43,97.0,4.1474806e-07
2013-08-27,111.9,56,96.0,3.7628737e-07
2013-08-28,110.3,50,93.0,3.0425736e-07
2013-08-29,111.0,53,91.0,2.940581e-07
2013-08-30,109.5,71,92.0,6.9967047e-07
2013-08-31,109.5,74,93.0,2.6549313e-07
2013-09-01,105.6,74,90.0,2.4221177e-07
2013-09-02,107.5,90,90.0,4.6620602e-07
2013-09-03,107.9,72,92.0,8.067456e-07
2013-09-04,111.1,78,91.0,7.087032e-07
2013-09-05,111.9,65,94.0,5.6675236e-07
2013-09-06,102.9,49,91.0,4.3006906e-07
2013-09-07,100.0,37,86.0,4.562155e-07
2013-09-08,97.1,25,84.0,2.2254974e-07
2013-09-09,95.6,13,82.0,1.7647012e-07
2013-09-10,96.2,18,81.0,1.6665926e-07
2013-09-11,94.1,60,81.0,1.6177998e-07
2013-09-12,94.1,52,79.0,1.1381425e-07
2013-09-13,92.7,37,79.0,9.725734e-08
2013-09-14,93.6,25,78.0,1.0939401e-07
2013-09-15,93.8,13,79.0,1.14522635e-07
2013-09-16,95.5,25,81.0,1.3535445e-07
2013-09-17,99.7,52,81.0,2.4641693e-07
2013-09-18,105.1,63,84.0,3.0695233e-07
2013-09-19,108.9,63,90.0,1.1807965e-06
2013-09-20,110.0,90,91.0,3.3567276e-06
2013-09-21,111.2,77,95.0,7.1542644e-07
2013-09-22,111.9,79,98.0,3.083916e-07
2013-09-23,108.5,72,98.0,2.1918426e-07
2013-09-24,110.9,65,96.0,2.3951e-07
2013-09-25,111.7,71,98.0,3.7699107e-07
2013-09-26,110.5,54,98.0,2.7771293e-07
2013-09-27,108.3,63,96.0,2.8594982e-07
2013-09-28,106.0,56,94.0,6.836583e-07
2013-09-29,103.4,43,94.0,5.2254063e-07
2013-09-30,105.2,53,94.0,2.9679327e-07
2013-10-01,107.0,48,93.0,4.083402e-07
2013-10-02,108.3,60,92.0,4.2437017e-07
2013-10-03,113.9,68,98.0,3.683947e-07
2013-10-04,109.2,79,96.0,3.924203e-07
2013-10-05,105.9,57,93.0,2.9122867e-07
2013-10-06,106.5,47,91.0,3.2878754e-07
2013-10-07,111.8,73,93.0,3.6001754e-07
2013-10-08,111.7,96,96.0,4.407883e-07
2013-10-09,113.1,106,99.0,4.0125443e-07
2013-10-10,120.3,120,100.0,6.301025e-07
