F10.7,SSN,Datetime,Kp,Ap
121.8,58,1998-09-30,0.0,0.0
119.1,42,1998-10-01,0.0,0.0
112.9,45,1998-10-02,0.0,0.0
112.0,35,1998-10-03,0.0,0.0
114.9,27,1998-10-04,0.0,0.0
117.1,42,1998-10-05,0.0,0.0
116.9,76,1998-10-06,0.0,0.0
124.1,93,1998-10-07,0.0,0.0
123.8,130,1998-10-08,0.0,0.0
123.2,119,1998-10-09,0.0,0.0
120.3,85,1998-10-10,0.0,0.0
118.5,72,1998-10-11,0.0,0.0
113.4,59,1998-10-12,0.0,0.0
117.5,68,1998-10-13,0.0,0.0
118.4,93,1998-10-14,0.0,0.0
130.4,119,1998-10-15,0.0,0.0
130.1,132,1998-10-16,0.0,0.0
127.67581715876982,139,1998-10-17,0.0,0.0
125.0,149,1998-10-18,0.0,0.0
116.8,136,1998-10-19,0.0,0.0
120.2,115,1998-10-20,0.0,0.0
117.2,89,1998-10-21,0.0,0.0
113.8,69,1998-10-22,0.0,0.0
111.4,71,1998-10-23,0.0,0.0
109.6,55,1998-10-24,0.0,0.0
106.3,44,1998-10-25,0.0,0.0
102.8,45,1998-10-26,0.0,0.0
101.8,25,1998-10-27,0.0,0.0
106.4,33,1998-10-28,0.0,0.0
108.0,76,1998-10-29,0.0,0.0
109.9,76,1998-10-30,0.0,0.0
117.0,74,1998-10-31,0.0,0.0
119.5,49,1998-11-01,0.0,0.0
124.1,54,1998-11-02,0.0,0.0
149.3,74,1998-11-03,0.0,0.0
139.0,116,1998-11-04,0.0,0.0
150.1,125,1998-11-05,0.0,0.0
138.4,129,1998-11-06,0.0,0.0
145.8,135,1998-11-07,0.0,0.0
149.9,121,1998-11-08,0.0,0.0
159.3,93,1998-11-09,0.0,0.0
150.8,89,1998-11-10,0.0,0.0
144.1,87,1998-11-11,0.0,0.0
138.7,96,1998-11-12,0.0,0.0
132.6,116,1998-11-13,0.0,0.0
123.8,123,1998-11-14,0.0,0.0
123.7,125,1998-11-15,0.0,0.0
121.8,100,1998-11-16,0.0,0.0
118.0,70,1998-11-17,0.0,0.0
112.2,67,1998-11-18,0.0,0.0
113.7,46,1998-11-19,0.0,0.0
118.6,60,1998-11-20,0.0,0.0
118.3,43,1998-11-21,0.0,0.0
123.0,54,1998-11-22,0.0,0.0
126.7,62,1998-11-23,0.0,0.0
136.7,78,1998-11-24,0.0,0.0
145.6,112,1998-11-25,0.0,0.0
152.3,139,1998-11-26,0.0,0.0
154.7,150,1998-11-27,0.0,0.0
160.4,139,1998-11-28,0.0,0.0
163.2,138,1998-11-29,0.0,0.0
158.9,130,1998-11-30,0.0,0.0
158.2,157,1998-12-01,0.0,0.0
147.4,144,1998-12-02,0.0,0.0
148.7,147,1998-12-03,0.0,0.0
144.0,125,1998-12-04,0.0,0.0
138.3,99,1998-12-05,0.0,0.0
138.1,130,1998-12-06,0.0,0.0
148.7,138,1998-12-07,0.0,0.0
152.19432662977482,173,1998-12-08,0.0,0.0
149.3,159,1998-12-09,0.0,0.0
143.90186596891186,157,1998-12-10,0.0,0.0
138.8,153,1998-12-11,0.0,0.0
138.9,148,1998-12-12,0.0,0.0
139.7,122,1998-12-13,0.0,0.0
139.9,121,1998-12-14,0.0,0.0
137.2,105,1998-12-15,0.0,0.0
136.1,87,1998-12-16,0.0,0.0
141.5,71,1998-12-17,0.0,0.0
139.25816478376225,87,1998-12-18,0.0,0.0
133.6,73,1998-12-19,0.0,0.0
130.4,73,1998-12-20,0.0,0.0
130.9,63,1998-12-21,0.0,0.0
124.6,57,1998-12-22,0.0,0.0
135.2,68,1998-12-23,0.0,0.0
134.9,84,1998-12-24,0.0,0.0
139.6,96,1998-12-25,0.0,0.0
140.2,118,1998-12-26,0.0,0.0
161.4,146,1998-12-27,0.0,0.0
178.3,176,1998-12-28,0.0,0.0
176.8,140,1998-12-29,0.0,0.0
173.1,144,1998-12-30,0.0,0.0
168.8,134,1998-12-31,0.0,0.0
161.6,89,1999-01-01,2.0,7.0
154.8,94,1999-01-02,0.667,3.0
149.4,80,1999-01-03,1.333,5.0
142.0,90,1999-01-04,2.667,12.0
132.0,89,1999-01-05,2.0,7.0
121.6,67,1999-01-06,2.333,9.0
111.3,89,1999-01-07,2.333,9.0
111.7,71,1999-01-08,3.333,18.0
111.0,65,1999-01-09,2.667,12.0
106.7,64,1999-01-10,1.0,4.0
108.2,44,1999-01-11,1.333,5.0
109.1,49,1999-01-12,2.333,9.0
114.7,57,1999-01-13,7.0,132.0
132.4,90,1999-01-14,4.333,32.0
138.0,115,1999-01-15,2.0,7.0
153.4,115,1999-01-16,1.333,5.0
156.2,129,1999-01-17,1.333,5.0
165.4,141,1999-01-18,2.333,9.0
170.3,168,1999-01-19,0.667,3.0
169.17396988856794,166,1999-01-20,2.0,7.0
169.7,158,1999-01-21,0.333,2.0
172.3,150,1999-01-22,3.667,22.0
160.8,121,1999-01-23,5.0,48.0
156.8,94,1999-01-24,1.667,6.0
133.9,43,1999-01-25,1.333,5.0
129.1,42,1999-01-26,2.333,9.0
121.6,39,1999-01-27,1.333,5.0
115.2,39,1999-01-28,2.0,7.0
114.2,33,1999-01-29,2.0,7.0
114.5,33,1999-01-30,0.333,2.0
111.5,42,1999-01-31,0.0,0.0
114.5,43,1999-02-01,0.0,0.0
107.7,37,1999-02-02,1.0,4.0
105.8,28,1999-02-03,2.333,9.0
104.3,22,1999-02-04,2.0,7.0
100.9,18,1999-02-05,2.0,7.0
96.6,28,1999-02-06,2.0,7.0
106.5,41,1999-02-07,3.0,15.0
121.1,53,1999-02-08,0.667,3.0
125.9,61,1999-02-09,0.667,3.0
148.4,89,1999-02-10,2.333,9.0
159.3,115,1999-02-11,3.0,15.0
183.6,170,1999-02-12,2.333,9.0
193.4,198,1999-02-13,2.0,7.0
199.6,204,1999-02-14,2.0,7.0
185.5,213,1999-02-15,2.0,7.0
187.3,197,1999-02-16,0.667,3.0
185.3,181,1999-02-17,2.333,9.0
164.2,155,1999-02-18,5.0,48.0
160.5,126,1999-02-19,2.667,12.0
153.6,127,1999-02-20,1.333,5.0
144.0,109,1999-02-21,2.667,12.0
127.0,70,1999-02-22,2.333,9.0
124.3,62,1999-02-23,0.333,2.0
117.3,56,1999-02-24,1.0,4.0
117.1,65,1999-02-25,0.0,0.0
113.4,75,1999-02-26,0.0,0.0
112.9,87,1999-02-27,1.0,4.0
120.7,114,1999-02-28,5.333,56.0
118.0,116,1999-03-01,4.333,32.0
127.6,132,1999-03-02,2.667,12.0
134.6,153,1999-03-03,3.333,18.0
141.6,144,1999-03-04,3.667,22.0
125.4,149,1999-03-05,0.667,3.0
112.6,119,1999-03-06,4.667,39.0
108.3,65,1999-03-07,2.667,12.0
125.0,62,1999-03-08,4.333,32.0
125.3,95,1999-03-09,1.667,6.0
133.6,92,1999-03-10,2.333,9.0
135.3,114,1999-03-11,1.667,6.0
138.5,131,1999-03-12,2.667,12.0
142.7,114,1999-03-13,2.333,9.0
148.7,141,1999-03-14,3.667,22.0
148.4,137,1999-03-15,1.667,6.0
154.1,146,1999-03-16,1.0,4.0
152.9,149,1999-03-17,0.667,3.0
146.7,144,1999-03-18,0.333,2.0
138.1,152,1999-03-19,1.0,4.0
131.6,117,1999-03-20,0.333,2.0
123.1,107,1999-03-21,0.0,0.0
115.0,92,1999-03-22,0.333,2.0
112.2,45,1999-03-23,2.333,9.0
107.6,62,1999-03-24,0.333,2.0
106.4,56,1999-03-25,2.667,12.0
103.1,47,1999-03-26,0.333,2.0
104.1,36,1999-03-27,2.333,9.0
102.7,56,1999-03-28,1.0,4.0
103.8,77,1999-03-29,3.667,22.0
104.4,83,1999-03-30,3.333,18.0
101.7,77,1999-03-31,4.333,32.0
102.9,65,1999-04-01,0.667,3.0
99.4,57,1999-04-02,1.333,5.0
102.7,71,1999-04-03,2.667,12.0
116.0,104,1999-04-04,3.333,18.0
132.7,119,1999-04-05,0.667,3.0
137.6,135,1999-04-06,1.667,6.0
141.7,120,1999-04-07,2.333,9.0
139.5,131,1999-04-08,2.0,7.0
136.7,153,1999-04-09,0.667,3.0
136.9,132,1999-04-10,3.667,22.0
131.3,110,1999-04-11,1.0,4.0
130.7,112,1999-04-12,0.333,2.0
130.3,119,1999-04-13,1.333,5.0
121.0,109,1999-04-14,1.0,4.0
122.7,93,1999-04-15,1.0,4.0
123.8,98,1999-04-16,5.0,48.0
116.6,110,1999-04-17,1.667,6.0
113.8,81,1999-04-18,1.0,4.0
110.9,73,1999-04-19,3.333,18.0
105.8,73,1999-04-20,2.333,9.0
104.4,62,1999-04-21,1.333,5.0
101.4,59,1999-04-22,1.0,4.0
99.3,62,1999-04-23,0.667,3.0
102.0,75,1999-04-24,0.333,2.0
103.8,66,1999-04-25,2.333,9.0
105.8,69,1999-04-26,1.0,4.0
110.0,81,1999-04-27,3.667,22.0
111.3,81,1999-04-28,4.667,39.0
123.9,90,1999-04-29,4.667,39.0
125.3,97,1999-04-30,4.0,27.0
107.0,107,1999-05-01,3.0,15.0
137.9,129,1999-05-02,2.667,12.0
129.2,112,1999-05-03,1.0,4.0
141.1,118,1999-05-04,1.333,5.0
143.3,124,1999-05-05,2.333,9.0
149.5,146,1999-05-06,2.0,7.0
166.4,200,1999-05-07,1.667,6.0
175.1,214,1999-05-08,1.667,6.0
175.26305219903446,210,1999-05-09,1.0,4.0
171.11994540486677,191,1999-05-10,0.0,0.0
162.6,188,1999-05-11,0.333,2.0
156.3,172,1999-05-12,1.667,6.0
150.5,142,1999-05-13,2.667,12.0
147.3,132,1999-05-14,1.333,5.0
146.8,148,1999-05-15,1.333,5.0
155.6,148,1999-05-16,0.0,0.0
148.6,139,1999-05-17,0.333,2.0
143.8,131,1999-05-18,2.333,9.0
145.8,132,1999-05-19,3.0,15.0
145.9,135,1999-05-20,2.667,12.0
143.7,153,1999-05-21,1.333,5.0
143.7,138,1999-05-22,0.667,3.0
144.2,121,1999-05-23,1.0,4.0
140.4,120,1999-05-24,4.0,27.0
146.8,129,1999-05-25,1.333,5.0
156.6,160,1999-05-26,1.667,6.0
159.3,167,1999-05-27,3.0,15.0
156.2,167,1999-05-28,2.333,9.0
152.7,162,1999-05-29,0.333,2.0
161.1,150,1999-05-30,1.0,4.0
170.1,153,1999-05-31,1.333,5.0
181.2,206,1999-06-01,2.333,9.0
178.1,203,1999-06-02,4.333,32.0
178.5,197,1999-06-03,1.667,6.0
175.9,211,1999-06-04,2.667,12.0
168.8,217,1999-06-05,1.0,4.0
172.9,220,1999-06-06,0.0,0.0
166.18750844670376,185,1999-06-07,2.333,9.0
161.3,197,1999-06-08,1.667,6.0
170.3,241,1999-06-09,3.333,18.0
166.0,220,1999-06-10,0.667,3.0
169.8,239,1999-06-11,2.0,7.0
173.2,230,1999-06-12,1.333,5.0
173.0,229,1999-06-13,1.667,6.0
173.5,221,1999-06-14,0.667,3.0
163.5,209,1999-06-15,1.333,5.0
157.6,181,1999-06-16,1.333,5.0
151.3,146,1999-06-17,1.333,5.0
151.2,120,1999-06-18,2.667,12.0
143.3,119,1999-06-19,0.333,2.0
156.5,93,1999-06-20,0.0,0.0
150.3,119,1999-06-21,0.333,2.0
166.9,160,1999-06-22,1.333,5.0
173.0,217,1999-06-23,2.0,7.0
191.1,293,1999-06-24,1.0,4.0
207.5,292,1999-06-25,1.0,4.0
206.1,274,1999-06-26,3.0,15.0
214.3,259,1999-06-27,3.667,22.0
203.2,254,1999-06-28,2.333,9.0
197.7,241,1999-06-29,1.0,4.0
216.5,223,1999-06-30,0.333,2.0
202.0,215,1999-07-01,2.667,12.0
193.4,223,1999-07-02,4.333,32.0
203.5,217,1999-07-03,1.333,5.0
191.9,205,1999-07-04,0.667,3.0
180.0,199,1999-07-05,1.667,6.0
173.5,186,1999-07-06,2.333,9.0
163.7,179,1999-07-07,1.667,6.0
154.1,173,1999-07-08,2.0,7.0
155.9,176,1999-07-09,0.667,3.0
161.5,171,1999-07-10,1.0,4.0
157.8,176,1999-07-11,2.333,9.0
159.2,199,1999-07-12,1.667,6.0
148.3,157,1999-07-13,0.667,3.0
133.9,128,1999-07-14,2.667,12.0
133.8,122,1999-07-15,1.667,6.0
136.4,118,1999-07-16,1.0,4.0
141.3,121,1999-07-17,0.333,2.0
142.8,137,1999-07-18,1.333,5.0
145.8,121,1999-07-19,0.667,3.0
144.1,118,1999-07-20,1.333,5.0
152.1,121,1999-07-21,1.667,6.0
157.8,144,1999-07-22,3.0,15.0
199.9,148,1999-07-23,1.667,6.0
190.1,173,1999-07-24,3.0,15.0
188.0,182,1999-07-25,2.667,12.0
177.8,153,1999-07-26,1.667,6.0
179.9,176,1999-07-27,0.333,2.0
203.9,220,1999-07-28,3.333,18.0
208.6,246,1999-07-29,1.667,6.0
212.2,252,1999-07-30,6.333,94.0
206.7,223,1999-07-31,4.667,39.0
222.9,252,1999-08-01,0.333,2.0
218.8,250,1999-08-02,1.333,5.0
216.9,229,1999-08-03,2.0,7.0
206.0,193,1999-08-04,1.333,5.0
182.1,193,1999-08-05,2.333,9.0
175.3,167,1999-08-06,3.333,18.0
157.6,152,1999-08-07,3.0,15.0
141.7,149,1999-08-08,3.667,22.0
141.9,115,1999-08-09,0.333,2.0
130.8,82,1999-08-10,2.333,9.0
131.4,79,1999-08-11,1.667,6.0
126.4,91,1999-08-12,2.667,12.0
129.8,102,1999-08-13,2.0,7.0
131.5,87,1999-08-14,1.0,4.0
134.5,74,1999-08-15,3.333,18.0
134.4,67,1999-08-16,3.333,18.0
144.5,55,1999-08-17,2.333,9.0
133.9,58,1999-08-18,3.0,15.0
138.0,64,1999-08-19,3.667,22.0
155.2,73,1999-08-20,3.667,22.0
165.0,88,1999-08-21,0.333,2.0
176.7,103,1999-08-22,4.333,32.0
191.7,115,1999-08-23,4.0,27.0
206.4,131,1999-08-24,3.333,18.0
212.9,196,1999-08-25,4.0,27.0
226.9,206,1999-08-26,4.0,27.0
227.7,194,1999-08-27,2.333,9.0
253.4,223,1999-08-28,2.667,12.0
222.5,231,1999-08-29,2.333,9.0
201.9,228,1999-08-30,3.667,22.0
186.1,165,1999-08-31,4.667,39.0
165.8,140,1999-09-01,3.0,15.0
159.3,122,1999-09-02,1.0,4.0
141.7,115,1999-09-03,2.333,9.0
133.5,103,1999-09-04,2.0,7.0
123.8,106,1999-09-05,1.667,6.0
120.4,86,1999-09-06,2.0,7.0
114.1,103,1999-09-07,4.333,32.0
108.4,113,1999-09-08,2.667,12.0
108.0,109,1999-09-09,1.0,4.0
123.7,110,1999-09-10,3.333,18.0
124.1,113,1999-09-11,1.333,5.0
142.6,126,1999-09-12,5.0,48.0
156.5,152,1999-09-13,3.667,22.0
158.2,167,1999-09-14,2.667,12.0
156.6,168,1999-09-15,1.667,6.0
159.9,165,1999-09-16,2.667,12.0
159.1,147,1999-09-17,2.333,9.0
153.0,147,1999-09-18,0.667,3.0
150.6,128,1999-09-19,2.0,7.0
146.2,97,1999-09-20,2.0,7.0
147.9,65,1999-09-21,3.667,22.0
141.5,89,1999-09-22,8.0,207.0
137.8,85,1999-09-23,2.0,7.0
132.4,61,1999-09-24,1.333,5.0
126.1,43,1999-09-25,0.667,3.0
123.3,46,1999-09-26,5.333,56.0
124.4,52,1999-09-27,4.667,39.0
126.5,68,1999-09-28,4.667,39.0
125.3,77,1999-09-29,4.333,32.0
125.1,86,1999-09-30,2.333,9.0
121.9,72,1999-10-01,1.333,5.0
126.6,93,1999-10-02,2.667,12.0
134.7,98,1999-10-03,2.667,12.0
144.4,111,1999-10-04,3.667,22.0
146.2,179,1999-10-05,4.0,27.0
133.5,197,1999-10-06,1.0,4.0
129.2,200,1999-10-07,1.0,4.0
150.9,163,1999-10-08,1.667,6.0
152.8,189,1999-10-09,3.0,15.0
160.0,188,1999-10-10,3.0,15.0
166.0,182,1999-10-11,5.0,48.0
182.9,210,1999-10-12,4.333,32.0
190.1,227,1999-10-13,3.333,18.0
198.7,218,1999-10-14,4.333,32.0
197.1,166,1999-10-15,2.667,12.0
187.8,176,1999-10-16,3.0,15.0
176.8,181,1999-10-17,2.0,7.0
171.4,165,1999-10-18,2.0,7.0
168.2,158,1999-10-19,0.333,2.0
157.4,163,1999-10-20,0.667,3.0
157.0,140,1999-10-21,4.667,39.0
158.8,124,1999-10-22,3.333,18.0
162.8,114,1999-10-23,4.0,27.0
157.1,130,1999-10-24,4.333,32.0
177.2,174,1999-10-25,0.667,3.0
189.078046339186,207,1999-10-26,2.667,12.0
189.23082786138443,202,1999-10-27,2.667,12.0
181.5,195,1999-10-28,3.333,18.0
177.2,198,1999-10-29,2.667,12.0
167.0,224,1999-10-30,1.667,6.0
158.1,187,1999-10-31,3.0,15.0
148.4,163,1999-11-01,1.333,5.0
140.6,140,1999-11-02,2.0,7.0
140.8,114,1999-11-03,2.0,7.0
145.1,134,1999-11-04,1.333,5.0
157.8,144,1999-11-05,3.0,15.0
147.4,146,1999-11-06,1.667,6.0
170.8,174,1999-11-07,3.333,18.0
188.4,206,1999-11-08,4.333,32.0
225.5,239,1999-11-09,4.333,32.0
243.6,291,1999-11-10,3.667,22.0
235.0,290,1999-11-11,4.0,27.0
227.1,266,1999-11-12,3.0,15.0
219.1,232,1999-11-13,5.333,56.0
214.2,206,1999-11-14,2.667,12.0
201.1,216,1999-11-15,1.0,4.0
228.2,242,1999-11-16,2.667,12.0
216.3,235,1999-11-17,2.667,12.0
212.9,225,1999-11-18,3.333,18.0
205.1,232,1999-11-19,4.0,27.0
199.5,215,1999-11-20,1.667,6.0
205.0,201,1999-11-21,3.0,15.0
187.2,194,1999-11-22,1.0,4.0
180.9,155,1999-11-23,4.333,32.0
181.9,146,1999-11-24,2.333,9.0
179.0,144,1999-11-25,3.0,15.0
167.7,134,1999-11-26,0.0,0.0
164.5,175,1999-11-27,0.667,3.0
170.1,148,1999-11-28,2.667,12.0
159.5,110,1999-11-29,1.333,5.0
158.3,131,1999-11-30,2.667,12.0
160.4,142,1999-12-01,1.333,5.0
160.9,137,1999-12-02,2.333,9.0
147.5,97,1999-12-03,3.0,15.0
143.3,79,1999-12-04,3.333,18.0
138.6,70,1999-12-05,2.667,12.0
138.6,87,1999-12-06,2.333,9.0
148.8,81,1999-12-07,3.0,15.0
145.6,108,1999-12-08,3.333,18.0
151.5,120,1999-12-09,3.0,15.0
159.5,152,1999-12-10,2.0,7.0
154.3,139,1999-12-11,0.0,0.0
154.4,123,1999-12-12,3.333,18.0
161.0,141,1999-12-13,0.333,2.0
163.1,143,1999-12-14,0.0,0.0
173.1,127,1999-12-15,3.0,15.0
187.9,130,1999-12-16,1.667,6.0
194.4,141,1999-12-17,0.667,3.0
198.9,137,1999-12-18,2.333,9.0
200.3,138,1999-12-19,1.0,4.0
202.4,141,1999-12-20,1.667,6.0
210.1,128,1999-12-21,0.333,2.0
195.1,130,1999-12-22,0.0,0.0
191.9,123,1999-12-23,1.667,6.0
176.5,134,1999-12-24,2.0,7.0
172.5,128,1999-12-25,1.333,5.0
171.2,116,1999-12-26,1.667,6.0
156.4,95,1999-12-27,0.667,3.0
145.4,85,1999-12-28,3.333,18.0
139.0,103,1999-12-29,2.667,12.0
131.2,66,1999-12-30,4.333,32.0
125.8,79,1999-12-31,5.333,56.0
125.6,71,2000-01-01,3.667,22.0
128.5,75,2000-01-02,3.0,15.0
128.7,80,2000-01-03,1.667,6.0
130.3,95,2000-01-04,3.667,22.0
132.0,108,2000-01-05,4.0,27.0
140.0,126,2000-01-06,3.333,18.0
144.8,126,2000-01-07,2.0,7.0
149.6,111,2000-01-08,0.0,0.0
155.3,112,2000-01-09,1.667,6.0
157.8,96,2000-01-10,3.0,15.0
171.8,133,2000-01-11,5.333,56.0
189.3,198,2000-01-12,2.0,7.0
195.4,226,2000-01-13,1.667,6.0
194.7,242,2000-01-14,1.667,6.0
203.9,232,2000-01-15,1.667,6.0
201.0,241,2000-01-16,2.0,7.0
190.1,193,2000-01-17,0.0,0.0
188.4,177,2000-01-18,0.667,3.0
172.9,168,2000-01-19,3.0,15.0
165.3,140,2000-01-20,1.667,6.0
154.3,130,2000-01-21,0.333,2.0
145.8,124,2000-01-22,5.0,48.0
136.1,121,2000-01-23,1.0,4.0
136.3,118,2000-01-24,3.0,15.0
133.1,126,2000-01-25,1.667,6.0
136.4,114,2000-01-26,3.0,15.0
128.4,103,2000-01-27,4.333,32.0
147.4,89,2000-01-28,4.333,32.0
123.9,90,2000-01-29,3.667,22.0
128.7,75,2000-01-30,3.0,15.0
134.5,86,2000-01-31,2.0,7.0
134.1,104,2000-02-01,2.667,12.0
140.2,94,2000-02-02,2.0,7.0
149.7,119,2000-02-03,3.667,22.0
162.7,145,2000-02-04,2.0,7.0
163.1,153,2000-02-05,4.333,32.0
172.8,200,2000-02-06,5.0,48.0
177.0,191,2000-02-07,4.0,27.0
169.0,188,2000-02-08,2.667,12.0
168.3062685372453,160,2000-02-09,1.667,6.0
171.1,179,2000-02-10,3.333,18.0
165.8,167,2000-02-11,4.333,32.0
159.1,166,2000-02-12,3.0,15.0
155.9,158,2000-02-13,2.667,12.0
154.7,175,2000-02-14,4.0,27.0
152.2,173,2000-02-15,4.333,32.0
156.3,192,2000-02-16,1.333,5.0
164.4,160,2000-02-17,0.667,3.0
137.8,153,2000-02-18,0.0,0.0
141.5,131,2000-02-19,0.667,3.0
149.9,112,2000-02-20,3.667,22.0
148.7,135,2000-02-21,2.0,7.0
168.6,147,2000-02-22,1.667,6.0
181.2,139,2000-02-23,1.667,6.0
188.3,180,2000-02-24,4.667,39.0
206.2,192,2000-02-25,3.0,15.0
210.6,211,2000-02-26,3.333,18.0
222.9,220,2000-02-27,2.333,9.0
214.7,222,2000-02-28,2.333,9.0
215.1,238,2000-02-29,1.333,5.0
228.7,217,2000-03-01,4.333,32.0
209.6,204,2000-03-02,2.0,7.0
200.4,179,2000-03-03,1.667,6.0
197.0,178,2000-03-04,0.667,3.0
216.8,178,2000-03-05,3.0,15.0
219.1,203,2000-03-06,3.0,15.0
218.5,244,2000-03-07,3.333,18.0
211.8,228,2000-03-08,2.0,7.0
203.0,229,2000-03-09,1.0,4.0
200.7,215,2000-03-10,4.0,27.0
200.6,200,2000-03-11,2.333,9.0
200.8,192,2000-03-12,2.333,9.0
186.0,190,2000-03-13,1.667,6.0
180.6,181,2000-03-14,1.667,6.0
175.9,162,2000-03-15,0.0,0.0
182.5,157,2000-03-16,1.0,4.0
190.6,149,2000-03-17,0.0,0.0
193.0,159,2000-03-18,1.667,6.0
206.5,198,2000-03-19,1.0,4.0
208.7,236,2000-03-20,0.667,3.0
228.9,233,2000-03-21,0.0,0.0
232.2,245,2000-03-22,2.667,12.0
222.7,286,2000-03-23,1.333,5.0
217.7,295,2000-03-24,1.667,6.0
204.1,291,2000-03-25,0.333,2.0
210.4,267,2000-03-26,1.333,5.0
204.1,244,2000-03-27,1.0,4.0
200.3,266,2000-03-28,0.0,0.0
208.3,233,2000-03-29,4.333,32.0
205.1,233,2000-03-30,3.0,15.0
225.1,258,2000-03-31,3.667,22.0
222.7,285,2000-04-01,3.333,18.0
219.3,294,2000-04-02,3.0,15.0
215.5,270,2000-04-03,3.0,15.0
206.9,250,2000-04-04,3.0,15.0
194.7,197,2000-04-05,1.0,4.0
178.1,165,2000-04-06,8.333,236.0
175.4,143,2000-04-07,3.667,22.0
182.5,153,2000-04-08,2.667,12.0
176.9,165,2000-04-09,3.667,22.0
178.6,156,2000-04-10,3.333,18.0
182.4,146,2000-04-11,1.333,5.0
173.9,172,2000-04-12,1.667,6.0
165.0,180,2000-04-13,0.0,0.0
166.3,174,2000-04-14,0.333,2.0
164.9,160,2000-04-15,2.667,12.0
160.2,150,2000-04-16,2.0,7.0
159.2,168,2000-04-17,2.0,7.0
161.8,143,2000-04-18,1.667,6.0
169.2,157,2000-04-19,1.667,6.0
182.4,185,2000-04-20,1.667,6.0
189.2,195,2000-04-21,1.333,5.0
204.1,221,2000-04-22,1.0,4.0
208.4,259,2000-04-23,2.0,7.0
208.1,244,2000-04-24,2.333,9.0
205.1,230,2000-04-25,1.0,4.0
192.4,208,2000-04-26,0.667,3.0
186.0,180,2000-04-27,4.0,27.0
186.0,189,2000-04-28,2.333,9.0
177.5,153,2000-04-29,3.667,22.0
172.0,153,2000-04-30,1.667,6.0
160.1,124,2000-05-01,3.0,15.0
155.3,109,2000-05-02,3.667,22.0
139.6,104,2000-05-03,3.667,22.0
136.8,97,2000-05-04,2.0,7.0
132.1,97,2000-05-05,3.0,15.0
129.1,57,2000-05-06,3.0,15.0
133.4,71,2000-05-07,1.0,4.0
139.6,87,2000-05-08,2.0,7.0
152.5,135,2000-05-09,2.333,9.0
182.8,164,2000-05-10,1.333,5.0
181.3,181,2000-05-11,2.0,7.0
194.4,181,2000-05-12,4.0,27.0
222.0,220,2000-05-13,2.0,7.0
237.6,263,2000-05-14,1.667,6.0
249.9,280,2000-05-15,2.333,9.0
264.5,258,2000-05-16,3.0,15.0
268.1,232,2000-05-17,3.0,15.0
258.8,220,2000-05-18,1.333,5.0
260.4,228,2000-05-19,1.333,5.0
251.6,246,2000-05-20,1.333,5.0
238.0,222,2000-05-21,2.0,7.0
220.3,195,2000-05-22,2.0,7.0
209.5,180,2000-05-23,5.667,67.0
194.3,183,2000-05-24,4.333,32.0
177.4,157,2000-05-25,4.0,27.0
172.4,160,2000-05-26,0.333,2.0
166.2,145,2000-05-27,2.667,12.0
160.2,169,2000-05-28,2.667,12.0
153.1,160,2000-05-29,4.667,39.0
150.5,127,2000-05-30,3.667,22.0
158.7,91,2000-05-31,2.667,12.0
152.3,128,2000-06-01,2.333,9.0
192.7,119,2000-06-02,2.0,7.0
170.7,113,2000-06-03,2.0,7.0
174.7,152,2000-06-04,3.667,22.0
176.1,143,2000-06-05,4.0,27.0
192.0,149,2000-06-06,1.333,5.0
185.8,158,2000-06-07,3.667,22.0
179.9,181,2000-06-08,5.0,48.0
174.1,184,2000-06-09,2.333,9.0
185.1,179,2000-06-10,2.667,12.0
192.6,227,2000-06-11,1.667,6.0
198.7,221,2000-06-12,3.0,15.0
205.5,235,2000-06-13,2.667,12.0
206.9,257,2000-06-14,4.667,39.0
208.9,238,2000-06-15,2.0,7.0
203.8,214,2000-06-16,1.667,6.0
199.4,209,2000-06-17,2.0,7.0
193.7,221,2000-06-18,3.0,15.0
184.2,218,2000-06-19,1.333,5.0
189.7,239,2000-06-20,1.0,4.0
194.2,221,2000-06-21,3.333,18.0
185.6,191,2000-06-22,1.333,5.0
181.0,187,2000-06-23,4.0,27.0
173.9,179,2000-06-24,2.0,7.0
180.9,167,2000-06-25,3.333,18.0
183.4,194,2000-06-26,4.667,39.0
184.6,208,2000-06-27,3.667,22.0
181.2,173,2000-06-28,3.0,15.0
168.8,164,2000-06-29,1.333,5.0
165.0,172,2000-06-30,1.667,6.0
169.2,208,2000-07-01,2.333,9.0
167.9,202,2000-07-02,1.0,4.0
161.5,178,2000-07-03,2.667,12.0
163.7,164,2000-07-04,1.667,6.0
174.4,182,2000-07-05,0.667,3.0
180.1,221,2000-07-06,1.333,5.0
193.5,254,2000-07-07,1.667,6.0
217.1,254,2000-07-08,0.333,2.0
218.4,257,2000-07-09,2.333,9.0
252.7,309,2000-07-10,3.0,15.0
249.7,290,2000-07-11,5.0,48.0
249.6947278252952,267,2000-07-12,1.667,6.0
239.6,279,2000-07-13,3.0,15.0
210.6,236,2000-07-14,4.667,39.0
220.1,213,2000-07-15,8.667,300.0
226.1,283,2000-07-16,1.667,6.0
235.8,322,2000-07-17,1.333,5.0
270.5,327,2000-07-18,3.333,18.0
258.0,353,2000-07-19,4.333,32.0
261.1,346,2000-07-20,3.0,15.0
259.0,332,2000-07-21,1.667,6.0
259.0,310,2000-07-22,2.0,7.0
224.3,286,2000-07-23,3.333,18.0
